'free', 326
'get', 254
'want', 192
'give', 185
'please', 156
'missed', 116
'offer', 115
'first', 99
'subscription', 98
'try', 96
'callers', 94
'months', 85
'valid', 82
'netflix', 80
'1000', 79
'password', 73
'luck', 73
'6', 71
'promotional', 71
'username', 69
'one', 62
'u', 62
'nrc', 57
"'s", 56
'👍🏻', 55
'phone', 51
"n't", 51
'anyone', 47
'waiting', 46
'right', 46
'talk', 44
'mobile', 40
'ur', 39
'dial', 37
'😘', 36
'dear', 33
'help', 33
"'m", 32
'protest', 32
'72', 31
'time', 31
'got', 30
'people', 29
'new', 29
'back', 29
'guys', 28
'register', 28
'data', 27
'hurry', 27
'bank', 26
'plz', 26
'save', 26
'show', 25
'hours', 25
'12', 25
'-', 24
'account', 24
'15', 24
'india', 24
'virgin', 24
'within', 24
'feel', 24
'getting', 24
'chance', 23
'limited', 23
'modi', 22
'free😝', 22
'☎️', 22
'crush', 22
'91', 21
'goat', 21
'1', 21
'👉👉', 21
'lost', 20
'photoshop', 19
'😍', 19
'call😍', 19
'thanks', 19
'mob', 19
'calling', 18
'pls', 18
'need', 18
'know', 18
'2', 18
'3', 18
'called', 18
'today', 17
'contact', 17
'go', 17
'love', 17
'virus', 16
'next', 16
'year', 16
'giving', 16
'bore', 16
'100', 15
'details', 15
'npr', 15
'gb', 15
'rs', 15
'good', 14
'balance', 14
'someone', 14
'follow', 14
'🐑', 14
'interested', 14
'chat', 14
'name', 14
'ready', 13
'share', 13
'na', 13
'single', 13
'would', 13
'tweet', 13
'days', 13
'see', 13
'indiaagainstcaa', 13
'world', 13
'connect', 13
'--', 13
'prime', 13
'amazon', 13
'let', 13
'thank', 12
'whatsapp', 12
'sunny', 12
'talking', 12
'say', 12
'win', 12
'indian', 12
'picking', 12
'update', 12
'🙏🏻', 12
'twitter', 12
'❤️', 12
'personal', 11
'news', 11
'👇', 11
'7', 11
'😨', 11
'🤨', 11
'plzz', 11
'bored', 10
'later', 10
'bjp', 10
'like', 10
'till', 10
'10', 10
'5', 10
'every', 10
'pm', 10
"'ll", 10
'tham', 10
'random', 10
'travelling', 10
'r', 10
'guess', 10
'📲📲', 10
'entire', 9
'money', 9
'lakhs', 9
'live', 9
'hi', 9
'ji', 9
'may', 9
'friends', 9
'month', 9
'come', 9
'president', 9
'iphone', 9
'here😚', 9
'😊', 9
'hey', 9
'make', 9
'lucky', 9
'secret', 9
'tell', 9
'hy', 9
'mingle', 9
'followers', 8
'ka', 8
'toll', 8
'govt', 8
'hacked', 8
'check', 8
'really', 8
'report', 8
'government', 8
'best', 8
'porn', 8
'yes', 8
'wants', 8
'enjoy', 8
'upcoming', 8
'discount', 8
'swara', 8
'2020', 8
'also', 8
'unlimited', 8
'calls', 8
'paytm', 8
'true', 8
'day', 8
'kindly', 8
'years', 8
'cash', 8
'shah', 8
'5000', 8
'reach', 8
'even', 7
'wan', 7
'🙏', 7
'connected', 7
'wiped', 7
'😂', 7
'’', 7
'query', 7
'miscall', 7
'fascist', 7
'period', 7
'😜', 7
'girls', 7
'rahul', 7
'claim', 7
'person', 7
'fascism', 7
'modishah', 7
'sir', 7
'lifetime', 7
'message', 7
'delivery', 7
'registered', 7
'fraud', 7
'ki', 7
'resign', 7
'hello', 7
'beautiful', 7
'viewerschoiceasim', 7
'👉', 7
'us', 7
'voice', 7
'gt', 7
'found', 7
'ho', 7
'perfect', 7
'life', 6
'type', 6
'confusion', 6
'hot', 6
'service', 6
'👍', 6
'line', 6
'job', 6
'hoors', 6
'etc', 6
'citizenship', 6
'pakistan', 6
'using', 6
'stay', 6
'pe', 6
'rt', 6
'media', 6
'act', 6
"'", 6
'gandhi', 6
'leone', 6
'fake', 6
'everything', 6
'donate', 6
'muslims', 6
'oppose', 6
'congress', 6
'gift', 6
'n', 6
'againstcaa', 6
'credited', 6
'already', 6
'h', 6
'open', 6
'hear', 6
'par', 6
'भूमाफिया', 6
'कांग्रेस', 6
'date', 6
'watch', 6
'breaking', 6
"'re", 6
'shy', 6
'forward', 6
'88662', 6
'cell', 5
'jio', 5
'delhi', 5
'asked', 5
'bro', 5
'copy', 5
'request', 5
'speak', 5
'cm', 5
'listen', 5
'directly', 5
'pizza', 5
'increase', 5
'family', 5
'indians', 5
'careful', 5
'code', 5
'leaked', 5
'kashmir', 5
'made', 5
'btw', 5
'sex', 5
