'😂', 130
'free', 94
'nrc', 78
'bjp', 72
'sex', 58
'netflix', 56
'miss', 54
'call', 53
'bhakt', 52
'give', 51
'get', 46
'indiaagainstcaa', 41
'npr', 41
'people', 38
'want', 35
'subscript', 32
'talk', 32
'india', 31
'chat', 30
'🤣', 30
'dial', 29
'modi', 28
'cell', 26
'govt', 23
'phone', 21
'girl', 21
'sanghi', 21
'2020', 20
'right', 19
'❤️', 18
'pornbjpsupportscaa', 18
'protest', 17
'ask', 17
'tweet', 17
'lure', 16
'data', 16
'everyone', 16
'fake', 16
'singl', 15
'pleas', 15
'👇', 15
'offer', 15
'hot', 15
'make', 15
'service', 14
'every', 14
'like', 14
'twitter', 14
'know', 12
'messag', 12
'one', 12
'also', 12
'definite', 12
'sun', 12
'post', 12
'horny', 12
'women', 11
'mobile', 11
'share', 11
'show', 11
'someone', 11
'job', 11
'ye', 11
'khan', 11
'support', 10
'fuck', 10
'busy', 10
'2014', 10
'search', 10
'wait', 10
'date', 9
'let', 9
'us', 9
'serious', 9
'gone', 9
'next', 9
'15', 9
'😜', 8
'promis', 8
'amit', 8
'shah', 8
'mani', 8
'note', 8
'save', 8
'lakh', 8
'use', 8
'work', 7
'female', 7
'govern', 7
'become', 7
'time', 7
'indiadoesnotsupportcaa', 7
'still', 7
'dear', 7
'party', 7
'guy', 7
'chant', 7
'againstcaa', 7
'pooja', 7
'act', 7
'😁', 7
'handle', 7
'price', 7
'behind', 7
'onlin', 7
'alway', 7
'advertis', 7
'high', 7
'fascism', 7
'best', 6
'okay', 6
'campaign', 6
'porn', 6
'degree', 6
'try', 6
'lone', 6
'way', 6
'account', 6
'om', 6
'super-power', 6
'contact', 6
'everything', 6
'मोदी', 6
'id', 6
'inform', 6
'variety', 6
'invit', 6
'caaprotest', 5
'go', 5
'sunny', 5
'leone', 5
'shame', 5
'even', 5
'chill', 5
'godse', 5
'dekhen-gay', 5
'savarkar', 5
'provid', 5
'play', 5
'member', 5
'lac', 5
'see', 5
'honey', 5
'trap', 5
'toll', 5
'2', 5
'day', 5
'aur', 5
'ko', 5
'😛', 5
'develop', 5
'propaganda', 5
'indian', 5
'got', 5
'constitut', 5
'garner', 5
'feel', 5
'log', 5
'say', 5
'money', 5
'desper', 5
'एंटीनेशनल', 5
'हैं', 5
'superpow', 5
'caution', 5
'88662', 5
'salman', 5
'stori', 4
'troll', 4
'news', 4
'help', 4
'chang', 4
'would', 4
'need', 4
'modiji', 4
'😉', 4
'bewar', 4
'angel', 4
'end', 4
"'re", 4
'kind', 4
'scam', 4
'indiadoessupportcaa', 4
'lol', 4
'rupe', 4
'narendra', 4
'bjp-rss', 4
'pl', 4
'pizza', 4
'cheap', 4
'new', 4
'nasa', 4
'thing', 4
'back', 4
'misscal', 4
'🙂', 4
'pimp', 4
'bore', 4
'hear', 4
'other', 4
'dirti', 4
'bjpagainstbharatmata', 4
'dail', 4
'69', 4
'kark', 4
'trend', 4
'trick', 4
'launch', 4
'hyperson', 4
'missil', 4
'travel', 4
'speed', 4
'booz', 4
'name', 4
'😀', 4
'user', 4
'fool', 4
'realli', 4
'ke', 4
'social', 4
'report', 4
'pick', 4
'karo', 4
'citizenship', 4
'⬇️', 4
'sexi', 4
'public', 4
'year', 3
'thread', 3
'break', 3
'world', 3
'famili', 3
'mouth', 3
'chronolog', 3
'month', 3
'hindu', 3
'first', 3
'priya', 3
'number', 3
'indiasupportscaa', 3
'akshay', 3
'kumar', 3
'role', 3
'movi', 3
'cant', 3
'dare', 3
'offer-', 3
'-cheaper', 3
'onion', 3
'-15', 3
'-modiji', 3
'ever', 3
'bjpitcel', 3
'check', 3
'nation', 3
'shut', 3
'plan', 3
'win', 3
'rt', 3
'awar', 3
'hello', 3
'site', 3
'idiot', 3
'truecal', 3
'receiv', 3
'never', 3
'pm', 3
'din', 3
'kare', 3
'fu*', 3
'jayen', 3
'els', 3
'sinc', 3
'done', 3
'🙄', 3
'today', 3
'supra', 3
'intellectu', 3
'hey', 3
'mingl', 3
'ex', 3
'look', 3
'listen', 3
'well', 3
'wah', 3
'🎁', 3
'toh', 3
'employ', 3
'gb', 3
"'ll", 3
'aap', 3
'mean', 3
'hyderabadmillionmarch', 3
'china', 3
'bhakto', 3
'itniherapheri', 3
'viral', 3
'seek', 3
'men', 3
'seem', 3
'liy', 3
'media', 3
'claim', 3
'abus', 3
'harm', 3
'includ', 3
'privat', 3
'repres', 3
'happi', 3
'amir', 3
'shahrukh', 3
'ranvir', 3
'singh', 3
'strategi', 3
'side', 3
'mock', 3
"'call", 3
'anurag', 3
'kashyap', 3
'booti', 3
'find', 3
'unesco', 2
'declar', 2
'😍', 2
'lot', 2
'link', 2
'none', 2
'repli', 2
'saw', 2
'pic', 2
'child', 2
'love', 2
'hell', 2
'central', 2
'imaginari', 2
'dick', 2
'ball', 2
'samajlijiy', 2
'10', 2
'later', 2
'take', 2
'99', 2
'pure', 2
'inspir', 2
'humdekheng', 2
'discov', 2
'govinda', 2
